23210
9.63165 0.00170999 0
2.09223 0.0129979 3
20.2079 0.0129485 3
20.91 0.00591892 3
18.9804 0.000153737 0
3.9533 0.00735072 0
11.0014 0.0127822 3
12.3777 0.00753424 3
0.11321 0.000940664 0
14.9125 0.00415946 3
19.515 0.00299055 3
1.88653 0.0101838 3
8.34386 0.0047641 1
3.68198 0.00437846 0
14.4503 0.00132599 0
7.27175 0.010043 3
8.59435 0.0070795 3
4.53564 0.00161589 0
0.322797 0.00793545 0
18.5358 0.00941276 3
11.4709 0.0037433 1
11.6285 0.00571799 3
16.5656 0.00666466 3
6.47858 0.0128653 3
15.497 0.0124687 3
7.9351 0.00322669 0
11.4672 0.0101824 3
4.94985 0.00881503 0
17.0011 0.00168357 1
4.60261 0.010449 3
11.9165 0.00232451 1
6.26377 0.00671087 0
6.00863 0.00482703 0
20.2709 0.00154855 3
16.6284 0.000346418 0
17.2091 0.00306984 3
0.0144969 0.00543407 0
12.0856 0.000642497 0
0.782197 0.00906208 0
15.2762 0.00291614 3
7.74182 0.00854976 3
0.165835 0.0032613 0
15.0465 0.00962546 3
9.74494 0.00290968 0
8.31995 5.87921e-05 0
14.2146 0.0056081 3
2.99641 0.00904431 0
8.1999 0.00589846 1
0.0643527 0.0102712 3
17.916 0.00485019 3
13.1995 0.00405312 3
18.4695 0.00105444 3
5.90994 0.00329336 0
14.4338 5.18598e-05 0
18.5176 0.00201102 3
20.6959 0.000451875 3
9.86008 0.00602436 3
13.4507 0.00227679 1
11.5542 0.00473909 3
10.4584 0.00717044 3
10.1396 0.00870171 3
19.7299 0.00767922 3
7.04778 0.00173589 0
6.226 0.00764044 0
6.96602 0.0114746 3
10.0287 0.00473682 1
3.52795 0.00586913 0
4.81662 1.34626e-05 1
2.37196 0.00035158 0
2.41849 0.00148859 0
9.43529 0.00384411 1
19.2065 0.0111424 3
6.48575 0.000309677 0
10.9649 0.0014865 0
0.516203 0.0116395 3
6.30677 0.00850736 0
9.31526 0.0102422 3
12.7849 0.00323247 1
4.29112 0.0118806 3
20.8564 0.00440318 3
2.37691 0.00293353 0
15.0975 0.00816529 3
3.64695 0.000775139 0
12.989 0.0014408 0
3.20635 0.00982046 1
2.49097 0.0112943 3
6.80214 0.00576802 0
14.6998 0.00210384 3
7.84281 0.00399266 0
5.02403 0.00962332 0
7.42881 0.00661578 1
15.7317 0.0011777 0
10.1933 0.000273431 0
8.82876 0.0128966 3
5.78475 0.0103448 3
14.3771 0.00688078 3
12.3963 0.0088681 3
20.9723 0.00950496 3
7.4167 0.00745692 1
9.20149 0.0115604 3
14.0271 0.00304272 3
16.3252 0.0110272 3
16.5536 0.00237777 3
14.0766 0.0110608 3
10.833 0.00298336 1
8.58129 0.00783622 3
5.23829 0.000798308 0
6.14279 0.00941448 3
17.8889 0.0127384 3
13.2381 0.0125397 3
5.35653 0.00575543 0
2.12883 0.00794146 0
15.9805 0.00556235 3
17.358 0.00805399 3
7.19177 0.00486757 0
1.50047 0.00673373 0
18.7768 0.00615323 3
9.70691 0.00537791 1
11.2524 0.0115109 3
7.49579 0.00928801 3
17.8162 0.000302828 0
0.246952 0.00214789 0
17.2085 0.000978986 0
0.064324 0.0128881 3
1.79434 0.00436859 0
19.6423 0.000791395 3
3.11099 0.0105104 3
10.7902 0.00223996 0
12.1226 0.00661696 3
10.6761 0.00542604 3
1.08007 0.00961914 0
11.8645 0.00174356 0
4.13743 0.0029117 0
4.0082 0.00925918 0
3.91351 0.0129949 3
16.4412 0.00397146 3
3.56532 2.04846e-05 1
10.4377 0.00404233 1
16.7902 0.00941098 3
8.6913 0.00648409 1
7.17029 0.00801795 3
13.3183 0.00484273 3
17.4322 0.00225068 3
0.000838519 0.00438712 0
8.06428 0.00530568 1
9.58393 0.00699768 3
1.77762 0.00544417 0
13.2493 0.00995272 3
5.59793 0.0112787 3
6.60038 0.00404204 0
20.9647 0.00270226 3
11.795 0.00290475 1
15.8202 0.00176528 1
0.572998 3.85071e-05 0
20.9773 0.0116484 3
7.02538 0.00861443 3
9.77909 0.00233046 0
15.6885 0.00231173 3
11.3157 0.00423766 1
18.9029 0.00392102 3
2.08631 0.00959931 0
0.110936 0.00963231 0
6.32879 0.000994424 0
1.96379 0.00891966 0
8.34944 0.00162373 0
0.804285 0.0101025 3
4.10605 0.00983091 1
4.9888 0.00658093 0
3.43649 0.00813043 0
10.3749 0.00351499 1
8.46092 0.00240526 0
12.3406 0.0039447 3
13.5729 0.00354017 3
20.9533 0.010625 3
8.84844 0.00323967 0
12.7955 0.00561864 3
0.0418954 0.00675272 0
8.62664 0.00416062 1
13.8771 0.00180577 1
19.7812 0.000272079 0
6.59066 0.00251926 0
1.24719 0.0109121 3
2.00291 0.0121879 3
13.1528 0.000756285 0
9.10285 0.00601225 1
8.84984 0.00943894 3
5.66643 4.95138e-05 0
9.61038 0.00649054 3
10.6434 0.00789334 3
5.13587 0.00783253 0
18.105 0.00710614 3
14.1703 0.0025685 3
11.0333 0.00639364 3
8.70641 0.000823066 0
7.50338 0.00600114 1
8.85541 0.0084758 3
9.62497 0.00338092 1
13.7476 0.00845785 3
17.8282 0.00153497 3
19.2902 0.00482832 3
20.7639 0.00678568 3
17.7568 0.0112501 3
18.3939 0.00294442 3
12.6312 0.0018982 1
4.23093 0.0111519 3
8.7129 0.00370041 1
20.8891 0.00356543 3
4.34613 0.000441233 0
17.3945 0.00574487 3
1.28322 0.00112295 0
18.9446 0.000625585 0
20.8203 0.00857437 3
7.96009 0.00700782 1
18.1818 0.0102797 3
12.6363 0.0111777 3
15.5573 0.00051611 0
13.1697 0.00274475 1
5.5902 0.00902219 0
16.4421 0.00480607 3
10.7811 0.00474341 3
6.67332 0.00626192 0
6.93467 0.0107991 3
8.18492 0.0108083 3
6.68458 0.00713321 1
4.84465 0.00499226 0
12.43 0.00490597 3
3.83996 0.0103179 3
5.2692 0.00721601 0
6.27364 0.0089803 1
7.87748 0.00792233 3
5.81592 0.00989746 3
5.57975 0.0120419 3
9.8249 0.00102857 0
5.33394 0.00413109 0
5.71385 0.00174409 0
14.5188 0.00171138 1
7.38927 0.00534481 0
19.7291 0.00227709 3
16.3663 0.00134772 1
9.61575 0.00779719 3
19.2291 0.00851454 3
3.58989 0.00662593 0
10.2259 0.00950435 3
16.4457 0.000858485 0
12.0927 0.00117734 0
7.6155 0.00443438 0
20.4804 1.97507e-05 3
5.42539 0.00248309 0
19.4454 0.0120401 3
6.90077 0.00315286 0
14.3709 0.000727128 0
13.7095 0.00124089 0
13.6135 0.00766704 3
